#      date    value 
 2074-06-16 3.39935e-05 
 2074-07-16 3.38642e-05 
 2074-08-16 3.38709e-05 
 2074-09-16 3.28916e-05 
 2074-10-16 3.2137e-05 
 2074-11-16 3.23775e-05 
 2074-12-16 3.29445e-05 
 2075-01-16 3.33077e-05 
 2075-02-15 3.28457e-05 
 2075-03-16 3.26616e-05 
 2075-04-16 3.27021e-05 
 2075-05-16 3.2705e-05 
 2075-06-16 3.34914e-05 
 2075-07-16 3.36022e-05 
 2075-08-16 3.36911e-05 
 2075-09-16 3.28125e-05 
 2075-10-16 3.24477e-05 
 2075-11-16 3.27881e-05 
 2075-12-16 3.25536e-05 
 2076-01-16 3.34913e-05 
 2076-02-15 3.31095e-05 
 2076-03-16 3.25587e-05 
 2076-04-16 3.23565e-05 
 2076-05-16 3.32451e-05 
 2076-06-16 3.36576e-05 
 2076-07-16 3.34977e-05 
 2076-08-16 3.38795e-05 
 2076-09-16 3.2758e-05 
 2076-10-16 3.20683e-05 
 2076-11-16 3.20784e-05 
 2076-12-16 3.2797e-05 
 2077-01-16 3.35538e-05 
 2077-02-15 3.31452e-05 
 2077-03-16 3.29612e-05 
 2077-04-16 3.29237e-05 
 2077-05-16 3.33993e-05 
 2077-06-16 3.36344e-05 
 2077-07-16 3.43258e-05 
 2077-08-16 3.34893e-05 
 2077-09-16 3.28343e-05 
 2077-10-16 3.23211e-05 
 2077-11-16 3.24646e-05 
 2077-12-16 3.32445e-05 
 2078-01-16 3.3443e-05 
 2078-02-15 3.32503e-05 
 2078-03-16 3.26864e-05 
 2078-04-16 3.25858e-05 
 2078-05-16 3.31327e-05 
 2078-06-16 3.40247e-05 
 2078-07-16 3.39785e-05 
 2078-08-16 3.39273e-05 
 2078-09-16 3.28623e-05 
 2078-10-16 3.2869e-05 
 2078-11-16 3.27279e-05 
 2078-12-16 3.29295e-05 
 2079-01-16 3.41317e-05 
 2079-02-15 3.33225e-05 
 2079-03-16 3.27895e-05 
 2079-04-16 3.23834e-05 
 2079-05-16 3.31495e-05 
 2079-06-16 3.34005e-05 
 2079-07-16 3.386e-05 
 2079-08-16 3.3351e-05 
 2079-09-16 3.26404e-05 
 2079-10-16 3.29994e-05 
 2079-11-16 3.19298e-05 
 2079-12-16 3.28021e-05 
 2080-01-16 3.3778e-05 
 2080-02-15 3.26879e-05 
 2080-03-16 3.32464e-05 
 2080-04-16 3.28958e-05 
 2080-05-16 3.3413e-05 
 2080-06-16 3.45642e-05 
 2080-07-16 3.4297e-05 
 2080-08-16 3.40707e-05 
 2080-09-16 3.29887e-05 
 2080-10-16 3.2483e-05 
 2080-11-16 3.27555e-05 
 2080-12-16 3.31994e-05 
 2081-01-16 3.33356e-05 
 2081-02-15 3.32961e-05 
 2081-03-16 3.30934e-05 
 2081-04-16 3.35523e-05 
 2081-05-16 3.33782e-05 
 2081-06-16 3.41855e-05 
 2081-07-16 3.4661e-05 
 2081-08-16 3.37775e-05 
 2081-09-16 3.35864e-05 
 2081-10-16 3.25032e-05 
 2081-11-16 3.27692e-05 
 2081-12-16 3.3653e-05 
 2082-01-16 3.33909e-05 
 2082-02-15 3.37252e-05 
 2082-03-16 3.28795e-05 
 2082-04-16 3.27031e-05 
 2082-05-16 3.30483e-05 
 2082-06-16 3.36986e-05 
 2082-07-16 3.37321e-05 
 2082-08-16 3.37281e-05 
 2082-09-16 3.29888e-05 
 2082-10-16 3.23202e-05 
 2082-11-16 3.26475e-05 
 2082-12-16 3.34629e-05 
 2083-01-16 3.37953e-05 
 2083-02-15 3.29809e-05 
 2083-03-16 3.26672e-05 
 2083-04-16 3.34269e-05 
 2083-05-16 3.29164e-05 
 2083-06-16 3.37717e-05 
 2083-07-16 3.4017e-05 
 2083-08-16 3.3681e-05 
 2083-09-16 3.23517e-05 
 2083-10-16 3.24002e-05 
 2083-11-16 3.23312e-05 
 2083-12-16 3.3215e-05 
 2084-01-16 3.33836e-05 
 2084-02-15 3.28014e-05 
 2084-03-16 3.30512e-05 
 2084-04-16 3.24381e-05 
 2084-05-16 3.31398e-05 
 2084-06-16 3.37156e-05 
 2084-07-16 3.44019e-05 
 2084-08-16 3.35762e-05 
 2084-09-16 3.3053e-05 
 2084-10-16 3.17744e-05 
 2084-11-16 3.28775e-05 
 2084-12-16 3.25897e-05 
 2085-01-16 3.35494e-05 
 2085-02-15 3.34963e-05 
 2085-03-16 3.26619e-05 
 2085-04-16 3.3081e-05 
 2085-05-16 3.35767e-05 
 2085-06-16 3.40486e-05 
 2085-07-16 3.41325e-05 
 2085-08-16 3.33297e-05 
 2085-09-16 3.31598e-05 
 2085-10-16 3.18571e-05 
 2085-11-16 3.2935e-05 
 2085-12-16 3.33268e-05 
 2086-01-16 3.33572e-05 
 2086-02-15 3.27982e-05 
 2086-03-16 3.25872e-05 
 2086-04-16 3.30312e-05 
 2086-05-16 3.3465e-05 
 2086-06-16 3.39388e-05 
 2086-07-16 3.44751e-05 
 2086-08-16 3.37953e-05 
 2086-09-16 3.31872e-05 
 2086-10-16 3.23502e-05 
 2086-11-16 3.24723e-05 
 2086-12-16 3.30235e-05 
 2087-01-16 3.30424e-05 
 2087-02-15 3.37293e-05 
 2087-03-16 3.30425e-05 
 2087-04-16 3.27555e-05 
 2087-05-16 3.29633e-05 
 2087-06-16 3.39902e-05 
 2087-07-16 3.41031e-05 
 2087-08-16 3.35643e-05 
 2087-09-16 3.28666e-05 
 2087-10-16 3.22379e-05 
 2087-11-16 3.24171e-05 
 2087-12-16 3.3281e-05 
 2088-01-16 3.3343e-05 
 2088-02-15 3.31386e-05 
 2088-03-16 3.30168e-05 
 2088-04-16 3.30994e-05 
 2088-05-16 3.33471e-05 
 2088-06-16 3.41391e-05 
 2088-07-16 3.38167e-05 
 2088-08-16 3.34392e-05 
 2088-09-16 3.24549e-05 
 2088-10-16 3.29598e-05 
 2088-11-16 3.30496e-05 
 2088-12-16 3.28393e-05 
 2089-01-16 3.37345e-05 
 2089-02-15 3.26359e-05 
 2089-03-16 3.31752e-05 
 2089-04-16 3.31943e-05 
 2089-05-16 3.33405e-05 
 2089-06-16 3.38493e-05 
 2089-07-16 3.41546e-05 
 2089-08-16 3.3549e-05 
 2089-09-16 3.31606e-05 
 2089-10-16 3.24119e-05 
 2089-11-16 3.22214e-05 
 2089-12-16 3.34613e-05 
 2090-01-16 3.34126e-05 
 2090-02-15 3.30058e-05 
 2090-03-16 3.29613e-05 
 2090-04-16 3.28063e-05 
 2090-05-16 3.33013e-05 
 2090-06-16 3.33119e-05 
 2090-07-16 3.41408e-05 
 2090-08-16 3.33954e-05 
 2090-09-16 3.28183e-05 
 2090-10-16 3.23826e-05 
 2090-11-16 3.28462e-05 
 2090-12-16 3.3138e-05 
 2091-01-16 3.3834e-05 
 2091-02-15 3.32754e-05 
 2091-03-16 3.30311e-05 
 2091-04-16 3.22701e-05 
 2091-05-16 3.30871e-05 
 2091-06-16 3.34781e-05 
 2091-07-16 3.40845e-05 
 2091-08-16 3.33993e-05 
 2091-09-16 3.32824e-05 
 2091-10-16 3.27184e-05 
 2091-11-16 3.23286e-05 
 2091-12-16 3.31446e-05 
 2092-01-16 3.33934e-05 
 2092-02-15 3.34845e-05 
 2092-03-16 3.23086e-05 
 2092-04-16 3.26786e-05 
 2092-05-16 3.28708e-05 
 2092-06-16 3.38999e-05 
 2092-07-16 3.42341e-05 
 2092-08-16 3.35244e-05 
 2092-09-16 3.32696e-05 
 2092-10-16 3.27919e-05 
 2092-11-16 3.25716e-05 
 2092-12-16 3.30109e-05 
 2093-01-16 3.28121e-05 
 2093-02-15 3.37931e-05 
 2093-03-16 3.28591e-05 
 2093-04-16 3.26127e-05 
 2093-05-16 3.37397e-05 
 2093-06-16 3.45313e-05 
 2093-07-16 3.37142e-05 
 2093-08-16 3.36193e-05 
 2093-09-16 3.23203e-05 
 2093-10-16 3.23994e-05 
 2093-11-16 3.22768e-05 
 2093-12-16 3.27166e-05 
 2094-01-16 3.32529e-05 
 2094-02-15 3.32489e-05 
 2094-03-16 3.30245e-05 
 2094-04-16 3.32195e-05 
 2094-05-16 3.37008e-05 
 2094-06-16 3.41209e-05 
 2094-07-16 3.42258e-05 
 2094-08-16 3.347e-05 
 2094-09-16 3.30514e-05 
 2094-10-16 3.1864e-05 
 2094-11-16 3.2446e-05 
 2094-12-16 3.34237e-05 
 2095-01-16 3.3667e-05 
 2095-02-15 3.33718e-05 
 2095-03-16 3.25577e-05 
 2095-04-16 3.25939e-05 
 2095-05-16 3.3377e-05 
 2095-06-16 3.30168e-05 
 2095-07-16 3.38959e-05 
 2095-08-16 3.40042e-05 
 2095-09-16 3.32661e-05 
 2095-10-16 3.23442e-05 
 2095-11-16 3.23076e-05 
 2095-12-16 3.38259e-05 
 2096-01-16 3.31421e-05 
 2096-02-15 3.37503e-05 
 2096-03-16 3.2717e-05 
 2096-04-16 3.28815e-05 
 2096-05-16 3.29699e-05 
 2096-06-16 3.38858e-05 
 2096-07-16 3.43306e-05 
 2096-08-16 3.39076e-05 
 2096-09-16 3.325e-05 
 2096-10-16 3.31159e-05 
 2096-11-16 3.27095e-05 
 2096-12-16 3.3638e-05 
 2097-01-16 3.33468e-05 
 2097-02-15 3.34476e-05 
 2097-03-16 3.30965e-05 
 2097-04-16 3.30766e-05 
 2097-05-16 3.35086e-05 
 2097-06-16 3.40106e-05 
 2097-07-16 3.39365e-05 
 2097-08-16 3.37585e-05 
 2097-09-16 3.28451e-05 
 2097-10-16 3.2329e-05 
 2097-11-16 3.24745e-05 
 2097-12-16 3.33478e-05 
 2098-01-16 3.35934e-05 
 2098-02-15 3.35118e-05 
 2098-03-16 3.30154e-05 
 2098-04-16 3.32317e-05 
 2098-05-16 3.35986e-05 
 2098-06-16 3.37081e-05 
 2098-07-16 3.42958e-05 
 2098-08-16 3.40321e-05 
 2098-09-16 3.31443e-05 
 2098-10-16 3.24003e-05 
 2098-11-16 3.26787e-05 
 2098-12-16 3.30961e-05 
 2099-01-16 3.35429e-05 
 2099-02-15 3.34983e-05 
 2099-03-16 3.31542e-05 
 2099-04-16 3.31425e-05 
 2099-05-16 3.33437e-05 
 2099-06-16 3.4008e-05 
 2099-07-16 3.48757e-05 
 2099-08-16 3.34204e-05 
 2099-09-16 3.33229e-05 
 2099-10-16 3.26085e-05 
 2099-11-16 3.27261e-05 
 2099-12-16 3.32368e-05 
 2100-01-16 3.3612e-05 
 2100-02-15 3.32636e-05 
 2100-03-16 3.29723e-05 
 2100-04-16 3.28618e-05 
 2100-05-16 3.31853e-05 
 2100-06-16 3.41057e-05 
 2100-07-16 3.41308e-05 
 2100-08-16 3.3959e-05 
 2100-09-16 3.31728e-05 
 2100-10-16 3.2356e-05 
 2100-11-16 3.2627e-05 
 2100-12-16 3.35632e-05 
